,Job Title,Company Name,Location,Salary,Summary
487,AI - Machine Learning consultant,ANI Calls India Private Limited,"Noida, Uttar Pradesh","₹8,00,000 - ₹16,00,000 a year","Strong Computer Science fundamentals (algorithms, data structures) -.
Strong Working Python, C++, C expertise -."
488,DATA SCIENTIST,Atyeti Inc,"Pune, Maharashtra",Nothing_found,"We are looking for a Natural Language Processing Engineer (Java, Python, OCR) to join our team.
You will be at interfacing with the latest research within NLP &…"
489,Data Scientist,Bayer,"Bengaluru, Karnataka",Nothing_found,"Demonstrates intermediate proficiency in computational skills and level of experience building data models using R, Python or other statistical and/or…"
490,"Specialist, Data Analytics",Northern Trust Corp.,"Bengaluru, Karnataka",Nothing_found,"Participating or leading various projects including but not limited to data validation, data analysis and data interpretation that support our strategic…"
491,Senior Data Scientist,EagleView,"Bengaluru, Karnataka",Nothing_found,"Contribute across different stages of deep learning model development including data.
Collection, data cleaning, model development, validation and deployment."
492,"Specialist, Quantitative Data and Analytics Engineer",ANI Calls India Private Limited,"Hyderabad, Telangana","₹9,00,000 - ₹16,00,000 a year","Develop and document data quality solutions and index maintenance processes including rebalancing, data publishing and calculation of indexes across different…"
493,"Architecture, Data, and Analytics Lead",Citizengage,"Bengaluru, Karnataka",Nothing_found,"You will be responsible for our infrastructure, data, and algorithm layers.
Geospatial Data - Experience with geospatial data and interfaces, especially…"
494,Data Scientist Lead,ANI Calls India Private Limited,"Hyderabad, Telangana","₹7,20,000 - ₹10,80,000 a year",Excellent capability working and manipulating data and developing software application in programming languages such as Python.
495,Data Scientist,HR Devi and Associates,"Thiruvananthapuram, Kerala","₹10,00,000 - ₹35,00,000 a year","They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using…"
496,NiFi Data Analyst | 4 to 6 years | Bengaluru,Capgemini,"Bengaluru, Karnataka",Nothing_found,"Software designer with exp in Data Modelling and Acquisition from Legacy Systems.
Scripting using Python/Java script.
Scripting using Python/Java Script."
497,Bioinformatics Data Analyst,Technogen India Private Limited,India,Nothing_found,"Integrate incoming new data to the existing data model to provide a unified data for the end user.
Perform quality assessment (QA) functions for data…"
498,Data Analyst/Scientist,itForte,"Gurgaon, Haryana",Nothing_found,"Experience with common data science toolkits.
Experience with data visualization tools such as Power BI.
Extending company’s data with third party sources of…"
499,Data Scientist/Analytics Engineer - Machine Learning/Predictive Modeling,Suntec Web Services,"New Delhi, Delhi",Nothing_found,"Experience with B2B business data analysis, B2B financial data analysis and demographic data analytics.
Implement efficient data structures to enable faster…"
500,Applied Scientist - Intern,ADCI - Karnataka,"Bengaluru, Karnataka",Nothing_found,"Strong communication and data presentation skills.
Use machine learning, data mining and statistical techniques to create new, scalable solutions for business…"
501,MASTER DATA SCIENTIST,Inference Labs,"Bengaluru, Karnataka",Nothing_found,"Experience in diagnosis and prognosis of machines for early detection of signs of failure using ML techniques, using sensor data to analyze trend & patterns for…"
502,Data Scientist,Imurgence,"Jamshedpur, Jharkhand",Nothing_found,"Sound concepts on Big data analytics will be helpful.
Machine learning, Deep learning, Fuzzy logic, data visualisation, statistics, Derived data analysis etc."
503,Machine Learning Engineer,Wise Monk,"Mumbai, Maharashtra","₹15,00,000 a year","Understanding of data structures, data modeling and software architecture.
That can be used across various different types of data sources."
504,Data Analyst with SQL,Larsen & Toubro Infotech Limited,"Chennai, Tamil Nadu",Nothing_found,Candidate should be a good Business Analyst with 4-7 yrs of experience and knowledge of KYC will be a plus • Good analytic skill and good communication skills •…
505,Decision Analytics Associate,ZS Associates,"Pune, Maharashtra",Nothing_found,"Our teams work on multiple projects simultaneously, leveraging advanced data analytics and problem-solving techniques.
Demonstrated record of academic success."
506,Data & Analytics Manager,Microsoft,"Hyderabad, Telangana",Nothing_found,Hands on experience designing and implementing data warehouse schemas and data models for decision support for supply chain.
507,Software Engineer,Microsoft,"Hyderabad, Telangana",Nothing_found,"Create language models from petabytes of text data in different languages.
Our team comprises of highly motivated researchers, engineers, product managers and…"
508,Data Engineer,Micron,"Hyderabad, Telangana",Nothing_found,"Translate data analysis needs into solution requirements.
3 to 5 years of work experience as a software/solution, data or domain architect designing and…"
509,Data Scientist Python Machine Learning Tableau Server,Brain Management Consultants India Private Limited,"Pune, Maharashtra",Nothing_found,"Machine Learning: Classification, Regression, Clustering, Decision Tree, K-Means Clustering, Naïve Bayes.
Statistical Methods: Predictive Analysis, Hypothesis…"
510,Data Scientist,TALCHEMIST,"Bengaluru, Karnataka",Nothing_found,"The senior data scientist will be part of cross diciplinary data science team working on software development projects, typically involving large, complex data…"
511,"Architecture, Data, Analytics Lead",Citizengage,"Bengaluru, Karnataka",Nothing_found,"You will be responsible for our infrastructure, data, and algorithm layers.
Geospatial Data - Experience with geospatial data and interfaces, especially…"
512,Data Analyst cum Programmer,IMAS Research & Advisory Services,"Lucknow, Uttar Pradesh",Nothing_found,"Date posted 21-08-2015.
Qualifications and Experience: MCA / PGDCA,.
Skill sets Good programming skills, strong analytical ability, good communication skills,…"
513,Data Analytics Internship,Wealth Bucket,"Delhi, Delhi","₹5,000 - ₹7,000 a month","Analyze and maintain the data 2.
Work with team members to read data, finding faster & better ways to extract, clean up, and present data."
514,Data Analyst,Canalys,"Bengaluru, Karnataka",Nothing_found,"We are seeking a results oriented individual with more than 4 years relevant background in data analysis, data analytics, and data modelling."
515,"Principal Data Scientist, Marketplace",GO-JEK,"Bengaluru, Karnataka",Nothing_found,"Work with data scientists, machine learning engineers, and business users to build, deploy, and scale data science solutions on match-making and forecasting…"
516,"Analyst, Data",XPO Logistics,"Mumbai, Maharashtra",Nothing_found,"At XPO Logistics, we’re constantly looking for ways to improve, enhance and adapt in an ever-changing marketplace.
What you’ll do on a typical day:"
517,Analyst,PayPal,"Chennai, Tamil Nadu",Nothing_found,"We work closely with business teams, data scientists, engineers, instrumentation techies and finance to develop an enviable suite of metrics, exploratory…"
518,Forensic Data Analytics/consultant /engineer,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹18,00,000 a year","Solid organizational skills, especially the ability to meet project deadlines with a focus on details.
Ability to encourage a team environment on engagements."
519,Sr.Data And Analytics,ANI Calls India Private Limited,"Noida, Uttar Pradesh","₹9,00,000 - ₹16,00,000 a year","Excellent Knowledge and expertise in 2 or more of the following areas: Statistical Modelling, Machine Learning, Operations Research, Neural Networks, Deep…"
520,Artificial Intelligence & Machine Learning Engineer,ANI Calls India Private Limited,"Chennai, Tamil Nadu","₹8,00,000 - ₹16,00,000 a year","Design documents Build data ingest and data transformation infrastructure Identify transfer.
Responsible for design and development of AI/ML models and…"
521,Data Science for AI/Advance Analytic,Genpact,"Hyderabad, Telangana",Nothing_found,Communicates results of cases of moderate complexity to business partners and recommends solutions to more senior data scientists.
522,RPA Developer associate,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹14,00,000 a year",Good knowledge in data sciences and data analytics and utilization of Machine learning algorithms in automation.
523,"Data Analytics, Head - Data Analytics",Della Group,"Mumbai, Maharashtra",Nothing_found,"2.Oversees all activities of data analytics and data warehousing.
3.Have a strong data warehouse for enabling a culture of decision making through data…"
524,Machine Learning Engineer,CodeData,India,Nothing_found,"Provide simple solutions to complex data problems.
CodeData is looking for a Machine Learning Engineer with a passion for data and algorithms to join us."
525,Data Scientist,XTGlobal,"Hyderabad, Telangana",Nothing_found,"To manipulate data and draw insights from large data sets is required.
Advanced data visualization experience is a plus.
Salary: Not Disclosed by Recruiter."
526,Machine Learning Engineer-NLP,WAVELABS TECHNOLOGIES,"Hyderabad, Telangana",Nothing_found,"Wavelabs is an AI-First, new-age Technology company for the Digital, Cognitive & Industry 4.0 Era.
We help you rethink and reinvent, while adapting to the…"
527,Data Science - Consultant,TheMathCompany,"Bengaluru, Karnataka",Nothing_found,"A Consultant of TheMathCompany is the face of the organization in our client engagements.
As a Consultant, you will be responsible for a wide range of things …"
528,Associate Partner – CPT Data Supply Chain LT00,IBM,India,Nothing_found,"Own the offerings and assets on key components of data supply chain, data governance & curation, data quality and master data management, data integration, data…"
